Stunden,Wolbecker Straße (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
6/15/2016 22:00,284,146,138,14,4,wolkig
6/15/2016 23:00,223,112,111,14,6,Klarer Himmel
6/16/2016 0:00,125,63,62,13,6,Klarer Himmel
6/16/2016 1:00,69,35,34,13,6,Klarer Himmel
6/16/2016 2:00,33,11,22,13,7,Klarer Himmel
6/16/2016 3:00,32,11,21,12,4,Klarer Himmel
6/16/2016 4:00,36,10,26,10,4,Nebel
6/16/2016 5:00,104,41,63,10,6,Nebel
6/16/2016 6:00,343,138,205,12,7,Nebel
6/16/2016 7:00,1019,673,346,12,9,wolkig
6/16/2016 8:00,909,643,266,15,4,wolkig
6/16/2016 9:00,811,595,216,17,4,teilweise bewölkt
6/16/2016 10:00,672,376,296,18,4,wolkig
6/16/2016 11:00,662,375,287,19,6,wolkig
6/16/2016 12:00,777,353,424,19,7,wolkig
6/16/2016 13:00,835,403,432,20,7,wolkig
6/16/2016 14:00,876,426,450,20,4,wolkig
6/16/2016 15:00,918,414,504,20,4,wolkig
6/16/2016 16:00,1011,427,584,20,6,Regen
6/16/2016 17:00,1101,499,602,20,7,Gewitter
6/16/2016 18:00,943,415,528,17,13,Regen
6/16/2016 19:00,867,395,472,17,11,Regen
6/16/2016 20:00,773,411,362,16,7,wolkig
6/16/2016 21:00,226,108,118,15,6,wolkig
6/16/2016 22:00,181,95,86,14,4,Klarer Himmel
6/16/2016 23:00,667,309,358,13,2,Klarer Himmel
6/17/2016 0:00,147,74,73,13,2,wolkig
6/17/2016 1:00,53,18,35,14,2,wolkig
6/17/2016 2:00,39,19,20,14,0,wolkig
6/17/2016 3:00,19,8,11,14,2,wolkig
6/17/2016 4:00,20,10,10,14,4,Regen
6/17/2016 5:00,85,44,41,13,4,Nebel
6/17/2016 6:00,280,114,166,14,4,wolkig
6/17/2016 7:00,869,594,275,15,7,teilweise bewölkt
6/17/2016 8:00,753,523,230,15,11,wolkig
6/17/2016 9:00,605,425,180,16,9,teilweise bewölkt
6/17/2016 10:00,392,234,158,15,13,Regen
6/17/2016 11:00,532,301,231,15,11,Regen
6/17/2016 12:00,607,282,325,15,13,Regen
6/17/2016 13:00,838,363,475,16,9,Regen
6/17/2016 14:00,785,360,425,16,11,wolkig
6/17/2016 15:00,767,354,413,16,15,wolkig
6/17/2016 16:00,674,287,387,17,15,wolkig
6/17/2016 17:00,852,400,452,18,17,teilweise bewölkt
6/17/2016 18:00,726,310,416,17,11,Regen
6/17/2016 19:00,619,252,367,17,13,Klarer Himmel
6/17/2016 20:00,426,200,226,17,7,Klarer Himmel
6/17/2016 21:00,285,145,140,16,7,wolkig
6/17/2016 22:00,295,139,156,15,7,Klarer Himmel
6/17/2016 23:00,231,119,112,14,6,Klarer Himmel
6/18/2016 0:00,184,91,93,15,7,Klarer Himmel
6/18/2016 1:00,140,60,80,13,6,wolkig
6/18/2016 2:00,67,31,36,14,7,teilweise bewölkt
6/18/2016 3:00,68,39,29,14,7,wolkig
6/18/2016 4:00,60,38,22,14,6,wolkig
6/18/2016 5:00,60,36,24,13,7,wolkig
6/18/2016 6:00,93,54,39,13,4,Regen
6/18/2016 7:00,179,104,75,14,7,Regen
6/18/2016 8:00,253,151,102,15,6,wolkig
6/18/2016 9:00,410,281,129,15,4,wolkig
6/18/2016 10:00,523,346,177,16,6,wolkig
6/18/2016 11:00,628,412,216,16,9,Regen
6/18/2016 12:00,574,309,265,15,9,wolkig
6/18/2016 13:00,611,297,314,16,15,Regen
6/18/2016 14:00,589,282,307,16,13,Regen
6/18/2016 15:00,584,265,319,18,9,wolkig
6/18/2016 16:00,596,275,321,18,9,Regen
6/18/2016 17:00,423,150,273,15,9,wolkig
6/18/2016 18:00,478,180,298,15,9,wolkig
6/18/2016 19:00,383,162,221,16,11,wolkig
6/18/2016 20:00,309,139,170,15,13,Regen
6/18/2016 21:00,266,142,124,14,9,wolkig
6/18/2016 22:00,182,105,77,14,15,wolkig
6/18/2016 23:00,208,103,105,14,11,wolkig
6/19/2016 0:00,166,73,93,14,11,Regen
6/19/2016 1:00,144,65,79,13,7,Regen
6/19/2016 2:00,106,52,54,13,11,wolkig
6/19/2016 3:00,59,34,25,12,15,Regen
6/19/2016 4:00,70,46,24,12,9,wolkig
6/19/2016 5:00,42,26,16,12,11,wolkig
6/19/2016 6:00,36,20,16,12,9,wolkig
6/19/2016 7:00,55,24,31,12,13,wolkig
6/19/2016 8:00,76,32,44,13,11,wolkig
6/19/2016 9:00,208,125,83,14,9,teilweise bewölkt
6/19/2016 10:00,236,136,100,14,13,wolkig
6/19/2016 11:00,267,151,116,14,13,wolkig
6/19/2016 12:00,316,163,153,14,13,Regen
6/19/2016 13:00,362,207,155,17,7,teilweise bewölkt
6/19/2016 14:00,403,205,198,16,15,wolkig
6/19/2016 15:00,442,234,208,18,9,teilweise bewölkt
6/19/2016 16:00,446,205,241,18,13,teilweise bewölkt
6/19/2016 17:00,487,253,234,18,7,teilweise bewölkt
6/19/2016 18:00,485,236,249,18,7,teilweise bewölkt
6/19/2016 19:00,396,216,180,17,6,teilweise bewölkt
6/19/2016 20:00,383,215,168,16,6,teilweise bewölkt
6/19/2016 21:00,231,140,91,14,9,teilweise bewölkt
6/19/2016 22:00,176,119,57,11,4,Klarer Himmel
6/19/2016 23:00,129,76,53,11,4,Klarer Himmel
6/20/2016 0:00,66,47,19,10,4,Klarer Himmel
6/20/2016 1:00,24,13,11,9,2,Nebel
6/20/2016 2:00,14,6,8,9,4,Nebel
6/20/2016 3:00,4,3,1,9,4,Nebel
6/20/2016 4:00,17,8,9,9,7,teilweise bewölkt
6/20/2016 5:00,100,51,49,9,6,teilweise bewölkt
6/20/2016 6:00,337,152,185,10,11,Klarer Himmel
6/20/2016 7:00,968,657,311,13,11,Klarer Himmel
6/20/2016 8:00,905,612,293,16,19,wolkig
6/20/2016 9:00,737,519,218,18,22,wolkig
6/20/2016 10:00,687,459,228,19,22,wolkig
6/20/2016 11:00,688,400,288,19,26,wolkig
6/20/2016 12:00,734,356,378,20,26,wolkig
6/20/2016 13:00,825,440,385,19,22,Regen
6/20/2016 14:00,795,391,404,20,15,Regen
6/20/2016 15:00,846,405,441,20,19,Regen
6/20/2016 16:00,924,412,512,19,13,Regen
6/20/2016 17:00,1027,440,587,18,11,Regen
6/20/2016 18:00,778,317,461,17,15,Regen
6/20/2016 19:00,518,206,312,16,13,Regen
6/20/2016 20:00,362,147,215,16,20,Regen
6/20/2016 21:00,232,101,131,15,17,Regen
6/20/2016 22:00,193,88,105,15,17,Regen
6/20/2016 23:00,130,75,55,15,15,Regen
6/21/2016 0:00,58,28,30,16,17,wolkig
6/21/2016 1:00,27,17,10,16,19,wolkig
6/21/2016 2:00,14,3,11,15,11,wolkig
6/21/2016 3:00,9,3,6,15,13,wolkig
6/21/2016 4:00,12,9,3,15,9,wolkig
6/21/2016 5:00,89,48,41,15,9,wolkig
6/21/2016 6:00,320,143,177,16,9,Regen
6/21/2016 7:00,934,636,298,16,13,wolkig
6/21/2016 8:00,854,606,248,17,17,wolkig
6/21/2016 9:00,681,499,182,17,13,wolkig
6/21/2016 10:00,576,369,207,17,15,wolkig
6/21/2016 11:00,549,310,239,18,13,wolkig
6/21/2016 12:00,650,314,336,19,15,wolkig
6/21/2016 13:00,745,363,382,19,13,wolkig
6/21/2016 14:00,775,366,409,19,13,wolkig
6/21/2016 15:00,905,416,489,20,9,wolkig
6/21/2016 16:00,1144,517,627,21,7,wolkig
6/21/2016 17:00,1532,720,812,21,11,Regen
6/21/2016 18:00,552,222,330,20,11,Regen
6/21/2016 19:00,346,164,182,20,7,wolkig
6/21/2016 20:00,752,339,413,19,4,wolkig
6/21/2016 21:00,375,188,187,19,2,wolkig
6/21/2016 22:00,273,136,137,18,7,wolkig
6/21/2016 23:00,180,83,97,18,9,wolkig
6/22/2016 0:00,111,52,59,18,7,wolkig
6/22/2016 1:00,50,28,22,18,9,wolkig
6/22/2016 2:00,16,5,11,18,9,Regen
6/22/2016 3:00,19,7,12,18,7,wolkig
6/22/2016 4:00,12,6,6,17,9,wolkig
6/22/2016 5:00,102,47,55,17,7,teilweise bewölkt
6/22/2016 6:00,349,162,187,17,6,wolkig
6/22/2016 7:00,1035,715,320,18,7,wolkig
6/22/2016 8:00,993,697,296,18,11,wolkig
6/22/2016 9:00,787,565,222,19,13,teilweise bewölkt
6/22/2016 10:00,684,439,245,21,17,teilweise bewölkt
6/22/2016 11:00,797,469,328,21,13,teilweise bewölkt
6/22/2016 12:00,827,407,420,22,17,wolkig
6/22/2016 13:00,954,471,483,24,17,wolkig
6/22/2016 14:00,933,418,515,24,17,teilweise bewölkt
6/22/2016 15:00,909,414,495,24,13,wolkig
6/22/2016 16:00,1056,465,591,24,15,wolkig
6/22/2016 17:00,1152,575,577,24,7,wolkig
6/22/2016 18:00,1123,476,647,24,7,teilweise bewölkt
6/22/2016 19:00,910,383,527,24,6,teilweise bewölkt
6/22/2016 20:00,682,309,373,23,4,Klarer Himmel
6/22/2016 21:00,497,195,302,21,4,Klarer Himmel
6/22/2016 22:00,422,224,198,19,2,Klarer Himmel
6/22/2016 23:00,227,102,125,19,6,teilweise bewölkt
6/23/2016 0:00,183,60,123,19,4,teilweise bewölkt
6/23/2016 1:00,84,32,52,17,4,Klarer Himmel
6/23/2016 2:00,37,25,12,16,4,Klarer Himmel
6/23/2016 3:00,64,43,21,18,4,wolkig
6/23/2016 4:00,44,35,9,18,6,wolkig
6/23/2016 5:00,111,56,55,18,6,Klarer Himmel
6/23/2016 6:00,376,173,203,19,4,teilweise bewölkt
6/23/2016 7:00,1053,729,324,21,9,Klarer Himmel
6/23/2016 8:00,945,641,304,23,9,Klarer Himmel
6/23/2016 9:00,791,559,232,25,13,Klarer Himmel
6/23/2016 10:00,629,383,246,27,13,Klarer Himmel
6/23/2016 11:00,747,403,344,28,15,Klarer Himmel
6/23/2016 12:00,833,361,472,29,19,teilweise bewölkt
6/23/2016 13:00,880,377,503,31,19,teilweise bewölkt
6/23/2016 14:00,855,373,482,31,15,Klarer Himmel
6/23/2016 15:00,1019,462,557,32,17,Klarer Himmel
6/23/2016 16:00,1112,476,636,32,15,Klarer Himmel
6/23/2016 17:00,1153,593,560,33,7,Klarer Himmel
6/23/2016 18:00,1072,568,504,28,4,Gewitter
6/23/2016 19:00,639,337,302,20,15,Gewitter
6/23/2016 20:00,476,257,219,21,15,Gewitter
6/23/2016 21:00,330,166,164,21,11,wolkig
6/23/2016 22:00,347,152,195,21,6,wolkig
6/23/2016 23:00,223,64,159,21,28,Regen
6/24/2016 0:00,108,36,72,20,13,Gewitter
6/24/2016 1:00,78,42,36,20,11,teilweise bewölkt
6/24/2016 2:00,35,13,22,19,9,teilweise bewölkt
6/24/2016 3:00,25,11,14,19,6,Gewitter
6/24/2016 4:00,17,9,8,19,4,Gewitter
6/24/2016 5:00,57,29,28,19,15,Gewitter
6/24/2016 6:00,265,126,139,19,6,Gewitter
6/24/2016 7:00,640,448,192,20,6,Regen
6/24/2016 8:00,525,371,154,19,9,Regen
6/24/2016 9:00,527,369,158,22,4,teilweise bewölkt
6/24/2016 10:00,532,339,193,22,6,Klarer Himmel
6/24/2016 11:00,624,367,257,25,6,Klarer Himmel
6/24/2016 12:00,666,330,336,27,4,teilweise bewölkt
6/24/2016 13:00,784,344,440,27,6,wolkig
6/24/2016 14:00,818,381,437,25,11,wolkig
6/24/2016 15:00,721,297,424,25,20,wolkig
6/24/2016 16:00,711,309,402,24,19,wolkig
6/24/2016 17:00,719,317,402,23,15,wolkig
6/24/2016 18:00,659,296,363,23,13,wolkig
6/24/2016 19:00,629,287,342,22,9,wolkig
6/24/2016 20:00,454,214,240,22,6,wolkig
6/24/2016 21:00,287,145,142,21,6,wolkig
6/24/2016 22:00,283,128,155,20,7,wolkig
6/24/2016 23:00,252,100,152,19,2,teilweise bewölkt
6/25/2016 0:00,206,93,113,18,4,wolkig
6/25/2016 1:00,148,55,93,18,0,teilweise bewölkt
6/25/2016 2:00,106,55,51,18,7,teilweise bewölkt
6/25/2016 3:00,80,44,36,18,7,wolkig
6/25/2016 4:00,73,47,26,18,7,wolkig
6/25/2016 5:00,58,41,17,18,6,wolkig
6/25/2016 6:00,68,33,35,18,4,wolkig
6/25/2016 7:00,161,102,59,18,9,wolkig
6/25/2016 8:00,189,111,78,18,6,Regen
6/25/2016 9:00,188,123,65,17,28,Regen
6/25/2016 10:00,214,119,95,17,4,Regen
6/25/2016 11:00,281,164,117,17,9,Regen
6/25/2016 12:00,287,149,138,17,15,Regen
6/25/2016 13:00,298,145,153,16,11,Regen
6/25/2016 14:00,307,139,168,16,11,Regen
6/25/2016 15:00,241,105,136,16,15,Regen
6/25/2016 16:00,296,137,159,15,15,Regen
6/25/2016 17:00,282,129,153,15,17,Regen
6/25/2016 18:00,346,167,179,15,9,Regen
6/25/2016 19:00,291,126,165,15,6,Regen
6/25/2016 20:00,270,120,150,15,4,Regen
6/25/2016 21:00,209,99,110,15,13,wolkig
6/25/2016 22:00,156,79,77,14,11,wolkig
6/25/2016 23:00,217,85,132,15,9,wolkig
6/26/2016 0:00,180,89,91,14,7,teilweise bewölkt
6/26/2016 1:00,115,58,57,14,13,wolkig
6/26/2016 2:00,82,43,39,14,7,teilweise bewölkt
6/26/2016 3:00,81,52,29,13,9,teilweise bewölkt
6/26/2016 4:00,60,35,25,12,7,Nebel
6/26/2016 5:00,42,30,12,12,7,teilweise bewölkt
6/26/2016 6:00,40,20,20,12,11,teilweise bewölkt
6/26/2016 7:00,56,33,23,13,9,teilweise bewölkt
6/26/2016 8:00,79,35,44,15,17,wolkig
6/26/2016 9:00,174,98,76,15,17,wolkig
6/26/2016 10:00,287,162,125,16,22,wolkig
6/26/2016 11:00,278,174,104,17,24,teilweise bewölkt
6/26/2016 12:00,364,209,155,17,20,wolkig
6/26/2016 13:00,354,186,168,18,19,teilweise bewölkt
6/26/2016 14:00,439,229,210,18,15,wolkig
6/26/2016 15:00,426,223,203,20,17,wolkig
6/26/2016 16:00,467,216,251,13,7,Regen
6/26/2016 17:00,629,307,322,17,9,teilweise bewölkt
6/26/2016 18:00,248,130,118,17,9,teilweise bewölkt
6/26/2016 19:00,184,102,82,18,13,teilweise bewölkt
6/26/2016 20:00,528,279,249,17,13,teilweise bewölkt
6/26/2016 21:00,287,168,119,16,9,teilweise bewölkt
6/26/2016 22:00,230,139,91,15,9,teilweise bewölkt
6/26/2016 23:00,134,71,63,15,7,Klarer Himmel
6/27/2016 0:00,44,24,20,14,9,Klarer Himmel
6/27/2016 1:00,18,7,11,13,9,teilweise bewölkt
6/27/2016 2:00,12,7,5,13,7,teilweise bewölkt
6/27/2016 3:00,7,2,5,13,9,teilweise bewölkt
6/27/2016 4:00,15,6,9,12,9,Klarer Himmel
6/27/2016 5:00,90,48,42,12,9,
6/27/2016 6:00,356,178,178,13,13,
6/27/2016 7:00,914,619,295,14,20,teilweise bewölkt
6/27/2016 8:00,873,599,274,15,22,teilweise bewölkt
6/27/2016 9:00,754,521,233,16,22,teilweise bewölkt
6/27/2016 10:00,680,457,223,17,20,wolkig
6/27/2016 11:00,639,379,260,19,19,wolkig
6/27/2016 12:00,703,353,350,18,26,wolkig
6/27/2016 13:00,759,388,371,19,24,wolkig
6/27/2016 14:00,739,375,364,18,22,wolkig
6/27/2016 15:00,831,428,403,18,20,wolkig
6/27/2016 16:00,918,340,578,16,15,Regen
6/27/2016 17:00,1032,441,591,17,15,wolkig
6/27/2016 18:00,869,389,480,17,9,Regen
6/27/2016 19:00,556,233,323,17,9,Regen
6/27/2016 20:00,397,149,248,15,6,wolkig
6/27/2016 21:00,296,132,164,15,9,teilweise bewölkt
6/27/2016 22:00,204,86,118,14,11,teilweise bewölkt
6/27/2016 23:00,148,70,78,13,7,Klarer Himmel
6/28/2016 0:00,63,31,32,12,7,Nebel
6/28/2016 1:00,37,19,18,11,4,Nebel
6/28/2016 2:00,13,7,6,11,0,Nebel
6/28/2016 3:00,12,7,5,10,2,Nebel
6/28/2016 4:00,8,0,8,10,2,Nebel
6/28/2016 5:00,84,40,44,10,2,Nebel
6/28/2016 6:00,375,178,197,11,4,Nebel
6/28/2016 7:00,930,592,338,13,4,teilweise bewölkt
6/28/2016 8:00,940,679,261,15,6,teilweise bewölkt
6/28/2016 9:00,821,582,239,16,7,teilweise bewölkt
6/28/2016 10:00,682,455,227,17,6,teilweise bewölkt
6/28/2016 11:00,700,416,284,19,4,teilweise bewölkt
6/28/2016 12:00,789,371,418,20,9,teilweise bewölkt
6/28/2016 13:00,839,404,435,20,9,teilweise bewölkt
6/28/2016 14:00,834,380,454,21,7,wolkig
6/28/2016 15:00,941,455,486,21,11,wolkig
6/28/2016 16:00,1066,462,604,21,7,wolkig
6/28/2016 17:00,1205,587,618,21,7,wolkig
6/28/2016 18:00,1088,476,612,21,7,wolkig
6/28/2016 19:00,847,367,480,21,7,teilweise bewölkt
6/28/2016 20:00,603,247,356,20,6,Klarer Himmel
6/28/2016 21:00,432,205,227,19,4,Klarer Himmel
6/28/2016 22:00,341,170,171,18,6,Klarer Himmel
6/28/2016 23:00,186,86,100,18,7,Klarer Himmel
6/29/2016 0:00,91,49,42,17,7,Klarer Himmel
6/29/2016 1:00,37,16,21,17,7,wolkig
6/29/2016 2:00,16,5,11,15,9,Regen
6/29/2016 3:00,5,1,4,15,9,Regen
6/29/2016 4:00,13,4,9,15,13,Regen
6/29/2016 5:00,93,44,49,14,9,
6/29/2016 6:00,338,176,162,15,13,teilweise bewölkt
6/29/2016 7:00,989,659,330,15,19,teilweise bewölkt
6/29/2016 8:00,957,668,289,16,24,wolkig
6/29/2016 9:00,750,535,215,16,24,wolkig
6/29/2016 10:00,680,427,253,16,26,wolkig
6/29/2016 11:00,656,402,254,17,24,teilweise bewölkt
6/29/2016 12:00,753,367,386,17,20,wolkig
6/29/2016 13:00,833,423,410,18,19,wolkig
6/29/2016 14:00,751,353,398,19,26,teilweise bewölkt
6/29/2016 15:00,837,390,447,20,26,teilweise bewölkt
6/29/2016 16:00,969,434,535,21,22,wolkig
6/29/2016 17:00,1121,540,581,20,20,wolkig
6/29/2016 18:00,1010,448,562,20,19,wolkig
6/29/2016 19:00,850,424,426,20,11,Klarer Himmel
6/29/2016 20:00,622,267,355,19,9,Klarer Himmel
6/29/2016 21:00,414,197,217,18,6,Klarer Himmel
6/29/2016 22:00,369,189,180,17,7,Klarer Himmel
6/29/2016 23:00,203,85,118,16,6,Klarer Himmel
6/30/2016 0:00,155,74,81,15,6,Klarer Himmel
6/30/2016 1:00,65,32,33,16,9,Klarer Himmel
6/30/2016 2:00,40,12,28,16,7,Klarer Himmel
6/30/2016 3:00,27,9,18,16,9,Klarer Himmel
6/30/2016 4:00,31,8,23,17,13,Klarer Himmel
6/30/2016 5:00,97,42,55,17,11,Klarer Himmel
6/30/2016 6:00,341,169,172,16,9,wolkig
6/30/2016 7:00,877,617,260,16,11,wolkig
6/30/2016 8:00,862,614,248,16,15,wolkig
6/30/2016 9:00,728,520,208,17,19,wolkig
6/30/2016 10:00,580,361,219,17,19,wolkig
6/30/2016 11:00,651,367,284,17,17,wolkig
6/30/2016 12:00,704,339,365,18,20,Regen
6/30/2016 13:00,815,411,404,19,20,wolkig
6/30/2016 14:00,768,359,409,19,20,wolkig
6/30/2016 15:00,881,412,469,19,15,Regen
6/30/2016 16:00,1015,462,553,19,20,Regen
6/30/2016 17:00,1027,435,592,19,13,wolkig
6/30/2016 18:00,1057,490,567,20,17,wolkig
6/30/2016 19:00,778,335,443,20,13,wolkig
6/30/2016 20:00,553,243,310,20,15,wolkig
6/30/2016 21:00,336,136,200,19,15,wolkig
6/30/2016 22:00,254,105,149,18,15,wolkig
6/30/2016 23:00,191,105,86,17,13,Klarer Himmel
7/1/2016 0:00,129,61,68,17,9,wolkig
7/1/2016 1:00,36,25,11,17,13,wolkig
7/1/2016 2:00,31,16,15,16,9,wolkig
7/1/2016 3:00,22,10,12,16,11,wolkig
7/1/2016 4:00,15,3,12,16,11,Klarer Himmel
7/1/2016 5:00,86,42,44,16,11,wolkig
7/1/2016 6:00,294,142,152,17,13,wolkig
7/1/2016 7:00,879,583,296,18,15,wolkig
7/1/2016 8:00,789,558,231,19,19,wolkig
7/1/2016 9:00,674,466,208,20,17,wolkig
7/1/2016 10:00,655,382,273,17,20,Regen
7/1/2016 11:00,652,370,282,17,17,wolkig
7/1/2016 12:00,821,423,398,20,22,wolkig
7/1/2016 13:00,879,383,496,20,19,wolkig
7/1/2016 14:00,955,445,510,20,17,wolkig
7/1/2016 15:00,843,415,428,20,20,Regen
7/1/2016 16:00,840,352,488,21,19,wolkig
7/1/2016 17:00,886,399,487,21,19,wolkig
7/1/2016 18:00,803,364,439,22,22,wolkig
7/1/2016 19:00,692,309,383,21,17,wolkig
7/1/2016 20:00,574,282,292,20,13,Klarer Himmel
7/1/2016 21:00,347,165,182,19,15,wolkig
7/1/2016 22:00,321,148,173,19,13,Klarer Himmel
7/1/2016 23:00,290,121,169,19,15,wolkig
7/2/2016 0:00,242,112,130,17,20,Regen
7/2/2016 1:00,155,80,75,16,11,Regen
7/2/2016 2:00,93,46,47,16,11,Regen
7/2/2016 3:00,42,26,16,15,11,Regen
7/2/2016 4:00,38,24,14,14,32,Regen
7/2/2016 5:00,44,32,12,14,15,Regen
7/2/2016 6:00,66,35,31,14,17,wolkig
7/2/2016 7:00,147,84,63,14,20,wolkig
7/2/2016 8:00,258,152,106,14,19,wolkig
7/2/2016 9:00,496,338,158,15,22,wolkig
7/2/2016 10:00,636,398,238,15,19,wolkig
7/2/2016 11:00,658,417,241,14,20,Regen
7/2/2016 12:00,738,409,329,17,22,teilweise bewölkt
7/2/2016 13:00,744,346,398,15,22,Regen
7/2/2016 14:00,700,301,399,19,22,teilweise bewölkt
7/2/2016 15:00,648,307,341,14,6,Regen
7/2/2016 16:00,614,284,330,16,15,teilweise bewölkt
7/2/2016 17:00,447,187,260,15,26,Regen
7/2/2016 18:00,610,281,329,16,17,teilweise bewölkt
7/2/2016 19:00,568,261,307,16,19,teilweise bewölkt
7/2/2016 20:00,560,261,299,15,13,teilweise bewölkt
7/2/2016 21:00,153,93,60,14,11,teilweise bewölkt
7/2/2016 22:00,125,82,43,13,11,teilweise bewölkt
7/2/2016 23:00,138,81,57,13,9,Klarer Himmel
7/3/2016 0:00,537,277,260,12,9,Klarer Himmel
7/3/2016 1:00,236,106,130,12,9,teilweise bewölkt
7/3/2016 2:00,146,63,83,11,9,teilweise bewölkt
7/3/2016 3:00,126,81,45,11,11,Klarer Himmel
7/3/2016 4:00,82,58,24,11,11,teilweise bewölkt
7/3/2016 5:00,49,30,19,11,9,teilweise bewölkt
7/3/2016 6:00,46,26,20,11,11,teilweise bewölkt
7/3/2016 7:00,35,13,22,13,17,wolkig
7/3/2016 8:00,73,29,44,13,19,Regen
7/3/2016 9:00,155,102,53,13,15,wolkig
7/3/2016 10:00,263,154,109,15,13,wolkig
7/3/2016 11:00,269,132,137,17,15,teilweise bewölkt
7/3/2016 12:00,329,196,133,15,7,Gewitter
7/3/2016 13:00,400,219,181,19,19,teilweise bewölkt
7/3/2016 14:00,421,225,196,17,28,teilweise bewölkt
7/3/2016 15:00,387,209,178,18,19,wolkig
7/3/2016 16:00,423,237,186,19,19,teilweise bewölkt
7/3/2016 17:00,510,274,236,19,17,teilweise bewölkt
7/3/2016 18:00,447,240,207,19,15,teilweise bewölkt
7/3/2016 19:00,420,249,171,16,11,teilweise bewölkt
7/3/2016 20:00,329,161,168,16,9,wolkig
7/3/2016 21:00,193,113,80,14,6,teilweise bewölkt
7/3/2016 22:00,121,73,48,13,6,teilweise bewölkt
7/3/2016 23:00,133,70,63,12,2,Klarer Himmel
7/4/2016 0:00,56,40,16,11,2,Nebel
7/4/2016 1:00,22,12,10,10,2,Nebel
7/4/2016 2:00,9,5,4,11,2,Nebel
7/4/2016 3:00,5,1,4,11,2,Nebel
7/4/2016 4:00,8,2,6,10,2,Nebel
7/4/2016 5:00,98,48,50,11,2,Klarer Himmel
7/4/2016 6:00,327,157,170,12,2,Klarer Himmel
7/4/2016 7:00,918,607,311,13,4,Klarer Himmel
7/4/2016 8:00,897,638,259,15,6,Klarer Himmel
7/4/2016 9:00,770,574,196,18,6,wolkig
7/4/2016 10:00,687,431,256,19,7,teilweise bewölkt
7/4/2016 11:00,771,435,336,20,9,teilweise bewölkt
7/4/2016 12:00,756,394,362,20,11,teilweise bewölkt
7/4/2016 13:00,829,424,405,21,9,teilweise bewölkt
7/4/2016 14:00,814,399,415,22,9,teilweise bewölkt
7/4/2016 15:00,855,402,453,22,9,teilweise bewölkt
7/4/2016 16:00,979,439,540,22,11,teilweise bewölkt
7/4/2016 17:00,1161,576,585,22,11,teilweise bewölkt
7/4/2016 18:00,1043,461,582,22,11,teilweise bewölkt
7/4/2016 19:00,870,336,534,21,6,wolkig
7/4/2016 20:00,489,215,274,20,9,teilweise bewölkt
7/4/2016 21:00,432,216,216,18,6,Klarer Himmel
7/4/2016 22:00,322,153,169,17,2,Klarer Himmel
7/4/2016 23:00,188,94,94,15,2,Klarer Himmel
7/5/2016 0:00,78,40,38,15,4,wolkig
7/5/2016 1:00,22,13,9,14,2,Klarer Himmel
7/5/2016 2:00,16,9,7,13,2,Nebel
7/5/2016 3:00,13,4,9,13,6,Nebel
7/5/2016 4:00,16,6,10,13,2,Nebel
7/5/2016 5:00,90,42,48,14,6,wolkig
7/5/2016 6:00,358,169,189,15,6,Klarer Himmel
7/5/2016 7:00,936,620,316,17,15,Klarer Himmel
7/5/2016 8:00,1024,720,304,18,20,
7/5/2016 9:00,741,528,213,19,26,teilweise bewölkt
7/5/2016 10:00,678,422,256,19,20,wolkig
7/5/2016 11:00,587,339,248,19,26,wolkig
7/5/2016 12:00,669,307,362,18,28,wolkig
7/5/2016 13:00,746,368,378,17,26,Regen
7/5/2016 14:00,719,319,400,19,22,wolkig
7/5/2016 15:00,809,392,417,19,26,wolkig
7/5/2016 16:00,996,454,542,19,28,wolkig
7/5/2016 17:00,1100,493,607,19,35,teilweise bewölkt
7/5/2016 18:00,1041,473,568,18,41,teilweise bewölkt
7/5/2016 19:00,864,403,461,16,35,wolkig
7/5/2016 20:00,524,206,318,15,26,wolkig
7/5/2016 21:00,383,191,192,14,24,wolkig
7/5/2016 22:00,308,152,156,14,19,wolkig
7/5/2016 23:00,177,83,94,14,20,wolkig
7/6/2016 0:00,65,31,34,13,17,wolkig
7/6/2016 1:00,34,18,16,13,17,wolkig
7/6/2016 2:00,21,8,13,13,17,wolkig
7/6/2016 3:00,13,3,10,12,15,wolkig
7/6/2016 4:00,13,6,7,12,15,wolkig
7/6/2016 5:00,94,46,48,12,13,teilweise bewölkt
7/6/2016 6:00,360,179,181,12,17,teilweise bewölkt
7/6/2016 7:00,1028,693,335,13,19,teilweise bewölkt
7/6/2016 8:00,1004,706,298,15,20,teilweise bewölkt
7/6/2016 9:00,778,548,230,15,22,teilweise bewölkt
7/6/2016 10:00,695,463,232,16,20,teilweise bewölkt
7/6/2016 11:00,791,477,314,16,17,wolkig
7/6/2016 12:00,882,421,461,17,17,wolkig
7/6/2016 13:00,891,422,469,19,22,teilweise bewölkt
7/6/2016 14:00,892,395,497,19,19,teilweise bewölkt
7/6/2016 15:00,927,430,497,20,22,teilweise bewölkt
7/6/2016 16:00,1064,450,614,19,22,teilweise bewölkt
7/6/2016 17:00,1179,570,609,19,20,teilweise bewölkt
7/6/2016 18:00,1067,456,611,19,19,teilweise bewölkt
7/6/2016 19:00,830,379,451,19,17,teilweise bewölkt
7/6/2016 20:00,659,294,365,17,13,teilweise bewölkt
